OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,PrimaryPropertyType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),SteamUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,ComplianceStatus,ComplianceIssue
49874,2018,GATSBY APARTMENTS,Multifamily LR (1-4),6762700280,1145 10TH AVE E,SEATTLE,WA,98102,47.62993,-122.32054,EAST,3,2014,3,1,93179,93179,0,Multifamily Housing,98,30.8,30.3,1959904,1931937,66.2,65.5,Multifamily Housing,63663,Parking,29516,NA,,358535,1223322,7086,708615,0,40.9,0.4,Compliant,No Issue
49889,2018,GREEN LAKE VILLAGE APTS,Multifamily MR (5-9),9528101710,427 NE 72ND ST,SEATTLE,WA,98115,47.68055,-122.32337,NORTHWEST,6,2014,6,0,292376,292376,0,Multifamily Housing,100,47.1,46.8,15869485,15787192,111,110.8,Multifamily Housing,285542,Parking,139083,Supermarket/Grocery Store,26833,3479905,11873436,39138,3913757,0,239.6,0.8,Account Requires Verification,Low Outlier - ENERGY STAR Score
49892,2018,OREGON 42 APARTMENTS,Multifamily MR (5-9),952006510,4502 42ND AVE SW,SEATTLE,WA,98116,47.56271,-122.38516,SOUTHWEST,1,2014,7,0,137068,137068,0,Multifamily Housing,99,45.4,44.5,3202634,3141119,94.1,92.1,Multifamily Housing,70584,Parking,32578,NA,,536578,1830803,13103,1310316,0,74.5,0.5,Compliant,No Issue
49893,2018,SUNSET ELECTRIC APARTMENTS,Multifamily MR (5-9),6003500305,1111 E PINE ST,SEATTLE,WA,98122,47.61499,-122.31795,EAST,3,2014,7,0,103100,99700,3400,Multifamily Housing,97,42.3,41.4,2820486,2762692,80.5,78.5,Multifamily Housing,61582,Parking,11390,Bar/Nightclub,5170,392074,1337756,14249,1424936,0,79.2,0.8,Compliant,No Issue
49894,2018,ARRAY APARTMENTS,Multifamily MR (5-9),7663700900,14027 LAKE CITY WAY NE,SEATTLE,WA,98125,47.73123,-122.29307,NORTH,1,2014,6,0,448303,312544,135759,Multifamily Housing,100,28.1,27.5,8630709,8443672,61,59.7,Multifamily Housing,297480,Parking,135759,Retail Store,9680,1584465,5406195,30375,3037477,0,175.8,0.6,Compliant,No Issue
49895,2018,SQUARE ONE APARTMENTS,Multifamily MR (5-9),1797500790,1020 NE 63RD ST,SEATTLE,WA,98115,47.67435,-122.31644,NORTHEAST,1,2014,6,0,109355,79554,29801,Multifamily Housing,100,30.4,29.9,2417873,2378556,60.5,59.8,Multifamily Housing,79554,Parking,29801,NA,,378222,1290492,10881,1088063,0,61.2,0.8,Compliant,No Issue
49896,2018,EMMONS ON 3RD,Multifamily MR (5-9),694000055,2217 3RD AVE,SEATTLE,WA,98121,47.61408,-122.34428,DOWNTOWN,7,2014,7,0,47343,47343,0,Multifamily Housing,95,41.7,40.6,1972656,1924320,65.2,64.1,Multifamily Housing,47343,Parking,0,NA,,169878,579622,13447,1344698,0,73,1.5,Compliant,No Issue
49897,2018,ARTSPACE MT BAKER LOFTS,Multifamily MR (5-9),3600056,2915 RAINIER AVE S,SEATTLE,WA,98144,47.57703,-122.29751,GREATER DUWAMISH,2,2014,5,0,78756,78756,0,Multifamily Housing,74,32.7,32.1,1822226,1788841,84.6,83,Multifamily Housing,55751,NA,,NA,,460416,1570939,2179,217902,0,15.8,0.2,Compliant,No Issue
49901,2018,URBANA APARTMENTS,Multifamily MR (5-9),2767700655,1501 NW 56TH ST,SEATTLE,WA,98107,47.66927,-122.37683,BALLARD,6,2014,8,0,439262,439262,0,Multifamily Housing,98,34.1,34,9948121,9913126,78.5,78.4,Multifamily Housing,275443,Parking,181729,Retail Store,16415,2087025,7120929,27922,2792195,0,167.3,0.4,Compliant,No Issue
49902,2018,VIVA APARTMENTS,Multifamily MR (5-9),3225049001,1111 E UNION ST,SEATTLE,WA,98122,47.61272,-122.31761,EAST,3,2014,6,0,123075,91159,31916,Multifamily Housing,99,34.4,34.1,2840279,2817184,71,70.7,Multifamily Housing,82627,Parking,32227,NA,,483335,1649140,11680,1168044,0,66.4,0.7,Compliant,No Issue
49920,2018,CIELO APTS,Multifamily HR (10+),1978200025,800 SENECA ST,SEATTLE,WA,98101,47.60967,-122.32977,EAST,7,2014,32,1,434839,434839,0,Multifamily Housing,79,44.4,43.9,11431627,11300431,98.6,98,Multifamily Housing,257347,Parking,45000,NA,,2237292,7633640,36668,3666789,0,215.1,0.5,Compliant,No Issue
49921,2018,Verve Apartments,Multifamily HR (10+),696000355,2720 4TH AVE,SEATTLE,WA,98121,47.61834,-122.34832,DOWNTOWN,7,2014,13,1,201839,146203,55636,Multifamily Housing,84,46.3,45.9,6141047,6097238,104.6,104.3,Multifamily Housing,132698,Parking,57024,NA,,1244815,4247309,18499,1849928,0,109.6,0.7,Compliant,No Issue
49922,2018,STRATUS,Multifamily HR (10+),660000545,2101 9TH AVE,SEATTLE,WA,98121,47.61709,-122.33752,DOWNTOWN,7,2017,39,1,50000,50000,0,Multifamily Housing,98,24.6,24.6,16164285,16164285,53.5,53.5,Multifamily Housing,656990,Parking,100629,NA,,3041301,10376919,57874,5787365,0,335.1,6.7,Account Requires Verification,Low Outlier - EUI
49923,2018,THE TOWNE APTS,Multifamily MR (5-9),1794501060,1920 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.63664,-122.35655,MAGNOLIA / QUEEN ANNE,1,2014,5,1,233528,153949,79579,Multifamily Housing,80,53.8,53.2,7933790,7838454,127.3,126.2,Multifamily Housing,118781,Parking,75000,Supermarket/Grocery Store,15468,1736744,5925771,19127,1912682,0,117.4,0.8,Not Compliant,Data Fix Needed
49928,2018,ARTHOUSE APARTMENTS,Multifamily MR (5-9),654000305,2334 ELLIOTT AVE,SEATTLE,WA,98121,47.61283,-122.34884,DOWNTOWN,7,2014,7,1,135643,109745,25898,Multifamily Housing,100,28.5,28.2,2993186,2959716,65.4,64.5,Multifamily Housing,104860,Parking,25898,NA,,611611,2086818,8729,872898,0,51.9,0.5,Account Requires Verification,Low Outlier - ENERGY STAR Score
49939,2018,PHYLLIS GUTIERREZ KENNEY PLACE,Multifamily LR (1-4),225049063,6800 62ND AVE NE,SEATTLE,WA,98115,47.6779,-122.26166,NORTHEAST,4,2013,2,1,31928,31928,0,Multifamily Housing,41,36.2,35.2,1154270,1125249,101.2,98.7,Multifamily Housing,31928,NA,,NA,,329792,1125249,0,0,0,3,0.1,Compliant,No Issue
49940,2018,VIRGINIA MASON - Central Pavilion,NonResidential,1979200210,925 SENECA ST,SEATTLE,WA,98101,47.60986,-122.32774,EAST,3,1920,8,0,374466,374466,0,Hospital (General Medical & Surgical),98,216.6,212.7,81092384,79634352,391.6,387,Hospital (General Medical & Surgical),374466,NA,,NA,,9011393,30746873,0,0,48887480,2681,7.2,Compliant,No Issue
49946,2018,QFC - Ballard,NonResidential,2767604965,5700 24TH AVE NW,SEATTLE,WA,98107,47.67034,-122.3873,BALLARD,1,2010,8,1,41198,41198,0,Supermarket/Grocery Store,74,170.8,168.6,7037750,6947712,448.7,442.6,Supermarket/Grocery Store,41198,NA,,NA,,1832058,6250982,6967,696732,0,53.7,1.3,Compliant,No Issue
49947,2018,AVA BALLARD APARTMENTS,Multifamily MR (5-9),276810-0400,1400 NW MARKET ST,SEATTLE,WA,98107,47.66915,-122.37458,BALLARD,6,2013,6,1,317814,317814,0,Multifamily Housing,98,30.7,30.2,7019312,6898214,62.3,61.6,Multifamily Housing,228426,NA,,NA,,1142344,3897678,30005,3000536,0,169.8,0.5,Compliant,No Issue
49964,2018,BROADSTONE INFINITY APARTMENTS,Multifamily MR (5-9),6003500070,1414 10TH AVE,SEATTLE,WA,98122,47.61328,-122.31879,EAST,1,2014,7,1,278554,241130,37424,Multifamily Housing,93,37.9,36.3,10553210,10107549,66.7,65,Multifamily Housing,278554,NA,,NA,,1254891,4281688,58259,5825862,0,320.8,1.3,Compliant,No Issue
49965,2018,CANVAS APARTMENTS,Multifamily MR (5-9),3879901715,600 ELLIOTT AVE W,SEATTLE,WA,98119,47.6249,-122.36553,MAGNOLIA / QUEEN ANNE,7,2014,5,1,118344,100371,17973,Multifamily Housing,97,22.2,22.1,2194373,2178854,62.3,61.8,Multifamily Housing,98675,Parking,17973,NA,,638586,2178854,0,0,0,5.8,0.1,Compliant,No Issue
49970,2018,UW - CEDAR HALL DORM,NonResidential,1625049001,1112 NE 41ST ST,SEATTLE,WA,98105,47.65718,-122.31632,NORTHEAST,4,2011,0,1,176225,176228,-3,Residence Hall/Dormitory,91,30.4,29.7,5350363,5229664,68.4,67.1,Residence Hall/Dormitory,176225,Parking,24000,NA,,1061236,3620937,16087,1608725,0,95.1,0.5,Compliant,No Issue
49979,2018,UW - LANDER HALL DORM,NonResidential,1625049001,1201 NE CAMPUS PKY,SEATTLE,WA,98105,47.65577,-122.3153,NORTHEAST,4,1953,0,1,166991,166991,0,Residence Hall/Dormitory,20,97.3,95,16246843,15860728,201.3,198.8,Residence Hall/Dormitory,166991,NA,,NA,,2771767,9457269,64035,6403458,0,365.3,2.2,Compliant,No Issue
49980,2018,UW - MERCER HALL DORM,NonResidential,1625049001,1009 NE PACIFIC ST,SEATTLE,WA,98105,47.65447,-122.31733,NORTHEAST,4,1970,0,1,89392,89392,0,Residence Hall/Dormitory,94,32,31.1,12848640,12480186,67.6,65.9,Residence Hall/Dormitory,401782,Parking,65399,NA,,2239823,7642276,48379,4837911,0,277.3,3.1,Compliant,No Issue
49983,2018,UW - POPLAR HALL DORM,NonResidential,1625049001,3715 W STEVENS WAY NE,SEATTLE,WA,98195,47.65176,-122.30756,NORTHEAST,4,2011,0,1,97040,97040,0,Residence Hall/Dormitory,74,40.3,39.2,3906034,3808302,99.1,96.7,Residence Hall/Dormitory,97040,NA,,NA,,902511,3079368,7289,728934,0,46.9,0.5,Compliant,No Issue
49985,2018,AMAZON - PHASE VI,NonResidential,1983200075,500 9TH AVE N,SEATTLE,WA,98109,47.62384,-122.33941,LAKE UNION,7,2014,6,1,596376,427181,169195,Office,96,39.8,39.6,17000800,16915450,101.6,101.4,Office,427181,Parking,169195,NA,,4282035,14610303,23051,2305149,0,161.4,0.4,Compliant,No Issue
49986,2018,ARNETT HALL DORMITORY,Multifamily MR (5-9),3613600140,3309 6TH AVE W,SEATTLE,WA,98119,47.65021,-122.36504,MAGNOLIA / QUEEN ANNE,7,2015,5,1,69451,69451,0,Residence Hall/Dormitory,94,34.8,33.3,1629200,1558233,75.8,72.5,Residence Hall/Dormitory,46828,Parking,23084,NA,,294187,1003765,5545,554468,0,32.1,0.5,Compliant,No Issue
49987,2018,VILLAGE COVE RETIREMENT HOME,Multifamily LR (1-4),9528104695,6850 WOODLAWN AVE NE,SEATTLE,WA,98115,47.67747,-122.32688,NORTHWEST,6,2015,4,1,47711,47711,0,Senior Care Community,98,27.6,26.8,1317720,1279823,60.6,59.2,Senior Care Community,47711,Parking,9052,NA,,247699,845149,4347,434674,0,25.3,0.5,Compliant,No Issue
49988,2018,EVOLVE APARTMENTS,Multifamily MR (5-9),6003500040,954 E UNION ST,SEATTLE,WA,98122,47.61329,-122.31981,EAST,3,2015,6,1,107556,107556,0,Multifamily Housing,95,30,28.9,2115475,2036962,84,80.9,Multifamily Housing,70535,Parking,25400,NA,,597000,2036962,0,0,0,5.4,0.1,Compliant,No Issue
49990,2018,VALOR APARTMENT,Multifamily LR (1-4),1453601181,12517 33RD AVE NE,SEATTLE,WA,98125,47.71986,-122.29297,NORTH,5,2015,4,1,20128,20128,0,Multifamily Housing,47,29.3,28.9,615784,607102,82,80.9,Multifamily Housing,21019,NA,,NA,,177932,607103,0,0,0,1.6,0.1,Compliant,No Issue
49992,2018,STADIUM PLACE  (THE WAVE & THE NOLO),Multifamily HR (10+),7953000000,201 S KING ST,SEATTLE,WA,98104,47.59785,-122.33235,DOWNTOWN,2,2014,26,1,619416,490593,128823,Multifamily Housing,92,53.4,52.9,23866070,23651848,103.9,103.6,Multifamily Housing,430927,Parking,128823,Retail Store,16103,3600415,12284616,113672,11367230,0,636.5,1.3,Compliant,No Issue
49994,2018,DIMENSION BY ALTA APTS,Multifamily HR (10+),656000120,225 CEDAR ST,SEATTLE,WA,98121,47.61679,-122.3489,DOWNTOWN,7,2014,26,1,269065,193927,75138,Multifamily Housing,96,39.3,39.2,7630950,7595643,88.9,88.4,Multifamily Housing,193927,Parking,75138,NA,,1534700,5236396,23592,2359246,0,139.3,0.7,Compliant,No Issue
49996,2018,BELROY APTS (MODERN),Multifamily MR (5-9),2163900445,711 BELLEVUE AVE E,SEATTLE,WA,98102,47.62543,-122.32691,EAST,3,2013,6,1,83296,83296,0,Multifamily Housing,93,32.6,31.9,1997274,1955580,71.4,70.1,Multifamily Housing,60452,Parking,13085,Food Service,837,376135,1283374,6722,672206,0,39.1,0.5,Compliant,No Issue
49997,2018,THE FLATS AT INTERBAY APTS,Multifamily LR (1-4),2770602910,3036 16TH AVE W,SEATTLE,WA,98119,47.64771,-122.37697,MAGNOLIA / QUEEN ANNE,1,2014,4,1,112264,88304,23960,Multifamily Housing,99,20.9,20.6,2371409,2343752,58.5,57.8,Multifamily Housing,113502,Parking,24000,NA,,686914,2343752,0,0,0,6.3,0.1,Compliant,No Issue
50000,2018,NINE & PINE APARTMENTS,Multifamily MR (5-9),660000860,1601 9TH AVE,SEATTLE,WA,98101,47.61357,-122.33249,DOWNTOWN,1,2014,7,1,74509,68131,6378,Multifamily Housing,32,78.1,77.2,4199392,4148860,137.1,136.1,Multifamily Housing,53768,Parking,6857,NA,,495835,1691790,24571,2457070,0,135,2,Compliant,No Issue
50001,2018,REO FLATS APTS,Multifamily MR (5-9),6003000245,1525 14TH AVE,SEATTLE,WA,98122,47.61488,-122.31442,EAST,3,2013,7,1,118800,88455,30345,Multifamily Housing,68,60.4,60,4851059,4812649,116.4,115.9,Multifamily Housing,80262,Parking,30528,NA,,712201,2430031,23826,2382618,0,133,1.5,Compliant,No Issue
50003,2018,LAVITA APARTMENTS,Multifamily LR (1-4),4092302015,4055 8TH AVE NE,SEATTLE,WA,98105,47.65725,-122.32007,NORTHEAST,4,2014,4,1,21267,17502,3765,Multifamily Housing,100,33.1,32.2,704567,684082,69.7,67.6,Multifamily Housing,21267,Parking,3765,NA,,120354,410648,2734,273434,0,15.6,0.9,Compliant,No Issue
50005,2018,STUDIO 7 APTS,Multifamily MR (5-9),4092302105,4029 7TH AVE NE,SEATTLE,WA,98105,47.65641,-122.32126,NORTHEAST,4,2014,5,1,30649,30649,0,Multifamily Housing,100,49.6,48.4,1216566,1186482,87.6,86.4,Multifamily Housing,24520,NA,,NA,,145968,498043,6884,688439,0,37.9,1.2,Compliant,No Issue
50006,2018,CHERYL CHOW COURT,Multifamily MR (5-9),4311050000,2014 NW 57TH ST,SEATTLE,WA,98107,47.6704,-122.38277,BALLARD,6,2014,6,1,39286,39286,0,Multifamily Housing,25,56.6,55.2,1379422,1345319,158.4,154.5,Multifamily Housing,24380,NA,,NA,,394290,1345319,0,0,0,3.6,0.1,Compliant,No Issue
50008,2018,12TH AVENUE ARTS,Multifamily MR (5-9),8725700000,1660 12TH AVE,SEATTLE,WA,98122,47.61605,-122.3165,EAST,3,2012,6,1,158967,111010,47957,Mixed Use Property,60,49.5,49.4,5251030,5241134,121.5,121.4,Multifamily Housing,68575,Parking,43408,Office,24879,1235216,4214557,10266,1026578,0,65.8,0.6,Compliant,No Issue
50009,2018,IDENTITY APTS 4106,Multifamily MR (5-9),1142001580,4106 12TH AVE NE,SEATTLE,WA,98105,47.65713,-122.31527,NORTHEAST,4,2014,7,1,42905,42905,0,Multifamily Housing,98,50,48.4,1597732,1546060,114.4,110.5,Multifamily Housing,31939,NA,,NA,,318925,1088173,4579,457887,0,27.2,0.6,Compliant,No Issue
50011,2018,ZEPHYR APTS,Multifamily MR (5-9),6848200735,200 BELMONT AVE E,SEATTLE,WA,98102,47.61986,-122.32381,EAST,3,2014,7,1,85647,72528,13119,Multifamily Housing,12,58.8,58.8,4268258,4268258,143.9,143.9,Multifamily Housing,72528,Parking,13119,NA,,997178,3402371,8659,865887,0,55.1,0.8,Account Requires Verification,Possible Energy Data Error
50013,2018,COLUMBIA GARDENS AT RAINIER COURT,Multifamily LR (1-4),9835200050,3610 33RD AVE S,SEATTLE,WA,98144,47.57113,-122.29048,SOUTHEAST,2,2014,4,1,45892,45892,0,Multifamily Housing,82,,27,,1239098,,75.4,Multifamily Housing,45892,NA,,NA,,361384,1233042,0,0,0,3.3,0.1,Compliant,No Issue
50014,2018,PREMIERE ON PINE,Multifamily HR (10+),660000915,815 PINE ST,SEATTLE,WA,98101,47.61324,-122.33223,DOWNTOWN,7,2014,41,1,499477,379494,119983,Multifamily Housing,92,41.1,40.3,12639137,12410482,90.6,89.8,Multifamily Housing,304473,Parking,113548,Restaurant,3337,2445645,8344541,40659,4065942,0,238.2,0.6,Compliant,No Issue
50015,2018,SEDONA,Multifamily MR (5-9),5101400395,8520 20TH AVE NE,SEATTLE,WA,98115,47.69087,-122.30629,NORTHEAST,1,2014,6,1,26198,26198,0,Multifamily Housing,100,52,50.5,1362070,1322930,79.3,77.7,Multifamily Housing,26198,NA,,NA,,108234,369294,9536,953636,0,51.6,2,Compliant,No Issue
50016,2018,AMLI MARK 24 APTS,Multifamily MR (5-9),2767701150,2428 NW MARKET ST,SEATTLE,WA,98107,47.66895,-122.38881,BALLARD,1,2014,7,1,418285,289089,129196,Multifamily Housing,100,29.1,28.9,8181922,8148532,66,65.6,Multifamily Housing,267319,Parking,129196,Other - Mall,5050,1663102,5674504,24740,2474028,0,146.5,0.5,Compliant,No Issue
50017,2018,LATITUDE QUEEN ANNE,Multifamily MR (5-9),1990200330,500 3RD AVE W,SEATTLE,WA,98119,47.62366,-122.3603,MAGNOLIA / QUEEN ANNE,7,2014,5,1,70191,43904,26287,Multifamily Housing,100,28.7,28.4,2011909,1990753,62.6,62.2,Multifamily Housing,70191,Parking,26287,NA,,380531,1298373,6924,692380,0,40.2,0.9,Account Requires Verification,Low Outlier - ENERGY STAR Score
50018,2018,LIGHTBOX APTS,Multifamily MR (5-9),8812400220,4545 8TH AVE NE,SEATTLE,WA,98105,47.66224,-122.31989,NORTHEAST,4,2014,7,1,82087,56893,25194,Multifamily Housing,100,42,41.6,3445774,3413160,83.2,82.1,Multifamily Housing,82087,Parking,25194,NA,,527836,1800975,16122,1612185,0,90.4,1.6,Account Requires Verification,Low Outlier - ENERGY STAR Score
50019,2018,306 QUEENE ANNE APTS,Multifamily MR (5-9),1989201221,306 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.6213,-122.35622,MAGNOLIA / QUEEN ANNE,7,2014,8,1,31990,31990,0,Multifamily Housing,96,37.7,37.5,1206730,1199475,82.5,82.3,Multifamily Housing,31990,Parking,3389,NA,,229985,784707,4148,414768,0,24.1,0.8,Compliant,No Issue
50021,2018,THE LOCAL 422,Multifamily MR (5-9),6848200455,422 SUMMIT AVE E,SEATTLE,WA,98102,47.62266,-122.32501,EAST,3,2015,7,1,33625,33625,0,Multifamily Housing,99,29,28.2,978605,952728,62.6,60.8,Multifamily Housing,33753,NA,,NA,,175992,600486,3522,352242,0,20.3,0.6,Compliant,No Issue
50022,2018,CAROLINE W. APTS,Multifamily MR (5-9),6850700660,431 BOYLSTON AVE E,SEATTLE,WA,98102,47.62301,-122.32337,EAST,3,2015,5,1,22455,22455,0,Multifamily Housing,82,49.3,48.9,1064331,1056732,117,116.6,Multifamily Housing,21600,NA,,NA,,235933,805004,2517,251728,0,15.5,0.7,Compliant,No Issue
50023,2018,VELO  APARTMENTS - FREMONT,Multifamily LR (1-4),1825049044,3635 WOODLAND PARK AVE N,SEATTLE,WA,98103,47.65155,-122.34434,LAKE UNION,4,2014,4,1,182378,106156,76222,Multifamily Housing,100,31.7,31.3,4238924,4191962,63,62.8,Multifamily Housing,133800,Parking,44800,NA,,669133,2283082,19089,1908879,0,107.5,1,Compliant,No Issue
50024,2018,525 AT THE ENCLAVE,Multifamily MR (5-9),2926049193,525 NE NORTHGATE WAY,SEATTLE,WA,98125,47.70833,-122.32203,NORTH,5,2014,5,1,313595,221280,92315,Multifamily Housing,90,43.7,43.5,7173448,7128096,100.1,99.8,Multifamily Housing,163984,Parking,60000,NA,,1486786,5072914,20552,2055182,0,122.7,0.6,Compliant,No Issue
50026,2018,CHOPHOUSE ROW,NonResidential,6003500255,1424 11TH AVE,SEATTLE,WA,98122,47.61371,-122.31774,EAST,3,2015,5,1,37873,37873,0,Office,37,76,75.6,2879695,2862802,155.8,154.7,Office,37869,Parking,5834,Restaurant,5548,477908,1630622,12322,1232179,0,69.8,1.8,Compliant,No Issue
50027,2018,LEXICON APTS,Multifamily MR (5-9),6003002060,120 HARVARD AVE E,SEATTLE,WA,98102,47.61932,-122.32184,EAST,3,2014,7,1,62049,42980,19069,Multifamily Housing,89,38.7,37.9,1178080,1154764,106.1,103.8,Multifamily Housing,30480,Parking,16810,NA,,326748,1114864,399,39900,0,5.1,0.1,Compliant,No Issue
50028,2018,WEATHERFORD APTS,Multifamily LR (1-4),6003001840,1321 E JOHN ST,SEATTLE,WA,98102,47.61975,-122.31467,EAST,3,2014,4,1,43566,43566,0,Multifamily Housing,94,21.9,21.3,953156,926873,61.3,59.6,Multifamily Housing,43566,Parking,8602,NA,,271651,926874,0,0,0,2.5,0.1,Compliant,No Issue
50029,2018,WALTON LOFTS,Multifamily HR (10+),653000195,2521 WESTERN AVE,SEATTLE,WA,98121,47.61428,-122.35056,DOWNTOWN,1,2014,12,1,123686,123686,0,Multifamily Housing,79,38.6,38.1,4737172,4677562,91.5,90.3,Multifamily Housing,122804,Parking,33397,NA,,1034731,3530502,11471,1147060,0,70.3,0.6,Compliant,No Issue
50030,2018,ANGELINE APTS,Multifamily MR (5-9),1703400016,4801 RAINIER AVE S,SEATTLE,WA,98118,47.55926,-122.28654,SOUTHEAST,1,2015,6,1,283479,197139,86340,Multifamily Housing,97,47.7,47.5,7990940,7955660,81.2,80.6,Multifamily Housing,134585,Parking,86340,Retail Store,31243,863518,2946323,50093,5009336,0,273.9,1.4,Compliant,No Issue
50031,2018,DEXTER STATION OFFICE,NonResidential,2249500265,1101 DEXTER AVE N,SEATTLE,WA,98109,47.62906,-122.34259,MAGNOLIA / QUEEN ANNE,7,2015,10,1,513816,345992,167824,Office,73,71.9,71.9,25878080,25878080,186.1,186.1,Office,359040,Parking,151658,Restaurant,1087,6671000,22761452,31166,3116629,0,226.3,0.7,Compliant,No Issue
50033,2018,COMPASS ON DEXTER APTS,Multifamily MR (5-9),1991201120,756 JOHN ST,SEATTLE,WA,98109,47.62001,-122.34196,LAKE UNION,7,2014,6,1,81993,69950,12043,Multifamily Housing,76,41.3,40.5,2891540,2829577,88.4,86.7,Multifamily Housing,63596,Office,6354,NA,,518449,1768948,10606,1060629,0,61.1,0.9,Compliant,No Issue
50034,2018,RADIUS APTS,Multifamily MR (5-9),1983200635,400 BOREN AVE N,SEATTLE,WA,98109,47.62262,-122.33584,LAKE UNION,7,2014,9,1,253015,168006,85009,Multifamily Housing,99,41.7,40.9,8063980,7902956,75.1,73.6,Multifamily Housing,193322,Parking,69043,NA,,994555,3393421,45095,4509535,0,248.6,1.5,Compliant,No Issue
50035,2018,HILTON GARDEN INN,NonResidential,3374400010,1821 BOREN AVE,SEATTLE,WA,98101,47.61665,-122.33261,DOWNTOWN,1,2015,14,1,144614,144614,0,Hotel,85,62.6,62.6,9906785,9906785,122.3,122.3,Hotel,158207,NA,,NA,,1497294,5108767,47980,4798017,0,268.5,1.9,Compliant,No Issue
50036,2018,HILL 7 OFFICE BLDG,NonResidential,3374400020,1099 STEWART ST,SEATTLE,WA,98101,47.61673,-122.33267,DOWNTOWN,7,2015,11,1,431326,300115,131211,Office,91,35.7,35.7,10949415,10949415,100,100,Office,306291,Parking,107624,NA,,3205981,10938807,106,10607,0,29.8,0.1,Compliant,No Issue
50037,2018,APOLLO BLDG (AMAZON),NonResidential,1991201265,325 9TH AVE N,SEATTLE,WA,98109,47.62154,-122.34015,LAKE UNION,7,2014,12,1,480702,317442,163260,Office,96,38.5,38.5,13154316,13149147,98,98.4,Office,336198,Parking,136594,Food Service,5699,3320550,11329717,18194,1819432,0,126.9,0.4,Compliant,No Issue
50040,2018,ANTHEM ON 12TH,Multifamily MR (5-9),9826700265,103 12TH AVE,SEATTLE,WA,98122,47.60185,-122.31703,EAST,3,2014,6,1,116576,103792,12784,Multifamily Housing,99,26.2,26,3049916,3028441,57.8,57.6,Multifamily Housing,116576,Parking,7614,NA,,591939,2019696,10087,1008745,0,59,0.6,Compliant,No Issue
50044,2018,JUNCTION 47,Multifamily MR (5-9),7579200205,4715 42ND AVE SW,SEATTLE,WA,98116,47.56081,-122.38589,SOUTHWEST,1,2015,6,2,271922,196788,75134,Multifamily Housing,68,53.6,53.2,10764853,10694363,107.6,107.3,Multifamily Housing,183646,Parking,78842,Retail Store,17198,1729814,5902127,47922,4792236,0,270.3,1.4,Compliant,No Issue
50045,2018,AMAZON BRAZIL,NonResidential,1983200035,400 9TH AVE N,SEATTLE,WA,98109,47.62264,-122.3394,LAKE UNION,7,2015,12,1,483397,317189,166208,Office,95,42.9,42.9,14670772,14676219,107.2,107.4,Office,342173,Parking,147597,NA,,3574805,12197235,24790,2478984,0,164.2,0.5,Compliant,No Issue
50046,2018,AMLI 528 PONTIUS,Multifamily MR (5-9),2925049038,528 PONTIUS AVE N,SEATTLE,WA,98109,47.62383,-122.33143,LAKE UNION,1,2014,8,1,110964,71739,39225,Multifamily Housing,99,29.1,28.7,3036990,2992864,64.6,63.8,Multifamily Housing,104384,Parking,27261,NA,,588728,2008742,9841,984123,0,57.6,0.8,Compliant,No Issue
50047,2018,ODIN APARTMENTS,Multifamily MR (5-9),2767703631,5343 TALLMAN AVE NW,SEATTLE,WA,98107,47.66786,-122.38112,BALLARD,1,2014,7,1,318835,236227,82608,Multifamily Housing,100,30.5,30.1,7195130,7107076,66.6,65.8,Multifamily Housing,236227,Parking,82608,NA,,1354918,4622980,24841,2484095,0,144.3,0.6,Compliant,No Issue
50048,2018,1101 WESTLAKE,NonResidential,2249500480,1101 WESTLAKE AVE N,SEATTLE,WA,98109,47.62908,-122.3414,MAGNOLIA / QUEEN ANNE,7,2015,6,1,185116,155815,29301,Office,74,69.2,69.2,11101253,11101253,182.9,182.9,Office,129444,Parking,46400,Other,30992,2962740,10108869,9924,992385,0,79.7,0.5,Compliant,No Issue
50054,2018,400 FAIRVIEW OFFICE BLDG,NonResidential,2467400120,400 FAIRVIEW AVE N,SEATTLE,WA,98109,47.62251,-122.3339,LAKE UNION,1,2014,13,1,536697,339038,197659,Office,87,55.5,54.6,19394620,19056718,128.8,127.8,Office,349151,Parking,202178,NA,,4122624,14066393,49903,4990323,0,302.6,0.9,Not Compliant,Default Data
